"MacroTrends Data Download"
"BRK.A - Historical Price and Volume Data"
"Note: Historical prices are adjusted for stock splits."

"Disclaimer and Terms of Use: Historical stock data is provided 'as is' and solely for informational purposes, not for trading purposes or advice."
"MacroTrends LLC expressly disclaims the accuracy, adequacy, or completeness of any data and shall not be liable for any errors, omissions or other defects in, "
"delays or interruptions in such data, or for any actions taken in reliance thereon.  Neither MacroTrends LLC nor any of our information providers will be liable"
"for any damages relating to your use of the data provided."


"ATTRIBUTION: Proper attribution requires clear indication of the data source as ""www.macrotrends.net""."
"A ""dofollow"" backlink to the originating page is also required if the data is displayed on a web page."


date,open,high,low,close,volume
1988-07-08,4250,4250,4250,4250,0
1988-07-11,4425,4425,4425,4425,10000
1988-07-12,4425,4425,4425,4425,20000
1988-07-13,4425,4425,4425,4425,10000
1988-07-14,4425,4425,4425,4425,0
1988-07-15,4400,4400,4400,4400,60000
1988-07-18,4400,4400,4400,4400,0
1988-07-19,4400,4400,4400,4400,0
1988-07-20,4400,4400,4400,4400,0
1988-07-21,4400,4400,4400,4400,0
1988-07-22,4400,4400,4400,4400,0
1988-07-25,4400,4400,4400,4400,0
1988-07-26,4400,4400,4400,4400,0
1988-07-27,4375,4375,4375,4375,10000
1988-07-28,4375,4375,4375,4375,0
1988-07-29,4375,4375,4375,4375,0
1988-08-01,4375,4375,4375,4375,0
1988-08-02,4375,4375,4375,4375,0
1988-08-03,4375,4375,4375,4375,440000
1988-08-04,4375,4375,4375,4375,0
1988-08-05,4375,4375,4375,4375,0
1988-08-08,4375,4375,4375,4375,0
1988-08-09,4375,4375,4375,4375,0
1988-08-10,4375,4375,4375,4375,0
1988-08-11,4375,4375,4375,4375,0
1988-08-12,4250,4250,4250,4250,30000
1988-08-15,4250,4250,4250,4250,0
1988-08-16,4250,4250,4250,4250,0
1988-08-17,4250,4250,4250,4250,0
1988-08-18,4250,4250,4250,4250,0
1988-08-19,4250,4250,4250,4250,0
1988-08-22,4250,4250,4250,4250,0
1988-08-23,4250,4250,4250,4250,0
1988-08-24,4400,4400,4400,4400,10000
1988-08-25,4400,4400,4400,4400,0
1988-08-26,4400,4400,4400,4400,0
1988-08-29,4400,4400,4400,4400,0
1988-08-30,4300,4300,4300,4300,30000
1988-08-31,4300,4300,4300,4300,300
1988-09-01,4300,4300,4300,4300,0
1988-09-02,4300,4300,4300,4300,0
1988-09-06,4375,4375,4375,4375,10000
1988-09-07,4375,4375,4375,4375,0
1988-09-08,4375,4375,4375,4375,0
1988-09-09,4375,4375,4375,4375,0
1988-09-12,4500,4500,4500,4500,20000
1988-09-13,4500,4500,4500,4500,10000
1988-09-14,4550,4550,4550,4550,40000
1988-09-15,4550,4550,4550,4550,20000
1988-09-16,4550,4550,4550,4550,0
1988-09-19,4725,4725,4725,4725,40000
1988-09-20,4725,4725,4725,4725,0
1988-09-21,4725,4725,4725,4725,0
1988-09-22,4725,4725,4725,4725,0
1988-09-23,4725,4725,4725,4725,0
1988-09-26,4725,4725,4725,4725,0
1988-09-27,4825,4900,4825,4875,8800
1988-09-28,4875,4875,4825,4875,8900
1988-09-29,4875,4900,4825,4900,20000
1988-09-30,4900,4900,4800,4800,30000
1988-10-03,4800,4900,4800,4900,7300
1988-10-04,4900,4900,4850,4900,10000
1988-10-05,4900,4900,4850,4850,4700
1988-10-06,4850,4900,4825,4825,3700
1988-10-07,4850,4900,4850,4900,20000
1988-10-10,4900,4900,4825,4900,8200
1988-10-11,4900,4900,4850,4850,6300
1988-10-12,4850,4925,4850,4900,20000
1988-10-13,4900,4900,4850,4875,10000
1988-10-14,4875,4875,4850,4850,20000
1988-10-17,4850,4875,4775,4825,30000
1988-10-18,4800,4800,4700,4700,20000
1988-10-19,4700,4775,4700,4700,30000
1988-10-20,4700,4750,4675,4750,8300
1988-10-21,4750,4750,4675,4725,30000
1988-10-24,4725,4725,4675,4715,5400
1988-10-25,4715,4775,4700,4775,10000
1988-10-26,4775,4775,4725,4775,30000
1988-10-27,4775,4775,4725,4775,10000
1988-10-28,4775,4800,4750,4750,9100
1988-10-31,4750,4800,4725,4725,20000
1988-11-01,4725,4775,4725,4775,8400
1988-11-02,4775,4775,4725,4765,9400
1988-11-03,4765,4775,4725,4775,6300
1988-11-04,4775,4775,4725,4750,40000
1988-11-07,4750,4800,4725,4775,30000
1988-11-08,4775,4775,4725,4725,7600
1988-11-09,4725,4775,4725,4775,10000
1988-11-10,4775,4800,4750,4775,30000
1988-11-11,4775,4800,4725,4800,20000
1988-11-14,4800,4800,4675,4700,60000
1988-11-15,4700,4750,4700,4750,4200
1988-11-16,4750,4775,4700,4700,8000
1988-11-17,4700,4750,4600,4700,20000
1988-11-18,4725,4800,4725,4725,6900
1988-11-21,4725,4800,4675,4740,20000
1988-11-22,4740,4750,4700,4750,6900
1988-11-23,4750,4750,4725,4750,10000
1988-11-25,4750,4750,4675,4675,10000
1988-11-28,4675,4750,4675,4675,100
1988-11-29,4700,4750,4700,4700,4000
1988-11-30,4700,4700,4700,4700,9000
1988-12-01,4750,4775,4750,4750,6000
1988-12-02,4775,4900,4775,4900,43000
1988-12-05,4900,4900,4850,4900,6000
1988-12-06,4900,5000,4900,5000,22000
1988-12-07,5000,5050,4950,5000,46000
1988-12-08,5000,5000,5000,5000,4000
1988-12-09,5000,5000,5000,5000,7000
1988-12-12,4975,4975,4925,4950,4000
1988-12-13,4950,4975,4900,4900,13000
1988-12-14,4900,4900,4875,4900,29000
1988-12-15,4900,4900,4900,4900,1000
1988-12-16,4900,4900,4875,4900,8000
1988-12-19,4875,4875,4850,4850,3000
1988-12-20,4850,4850,4775,4825,21000
1988-12-21,4800,4800,4725,4750,21000
1988-12-22,4750,4800,4675,4700,23000
1988-12-23,4725,4775,4725,4750,18000
1988-12-27,4725,4725,4725,4725,1000
1988-12-28,4725,4750,4725,4750,5000
1988-12-29,4750,4750,4750,4750,1000
1988-12-30,4725,4725,4700,4700,12000
1989-01-03,4700,4725,4650,4650,16000
1989-01-04,4650,4650,4625,4650,33000
1989-01-05,4650,4675,4650,4675,5000
1989-01-06,4700,4775,4700,4750,23000
1989-01-09,4725,4725,4725,4725,13000
1989-01-10,4725,4725,4700,4725,7000
1989-01-11,4725,4750,4725,4725,13000
1989-01-12,4725,4750,4725,4725,11000
1989-01-13,4725,4750,4700,4700,10000
1989-01-16,4725,4775,4725,4775,12000
1989-01-17,4750,4750,4725,4725,7000
1989-01-18,4700,4700,4700,4700,3000
1989-01-19,4700,4700,4675,4675,7000
1989-01-20,4675,4675,4625,4625,11000
1989-01-23,4700,4750,4700,4750,7000
1989-01-24,4750,4775,4730,4775,5000
1989-01-25,4775,4800,4775,4775,4000
1989-01-26,4800,4900,4800,4875,22000
1989-01-27,4875,4925,4875,4925,8000
1989-01-30,4925,4975,4925,4975,19000
1989-01-31,4975,4975,4925,4925,7000
1989-02-01,4950,5025,4950,5025,33000
1989-02-02,5025,5025,5000,5000,10000
1989-02-03,5000,5000,4950,4975,8000
1989-02-06,4975,5000,4975,4975,3000
1989-02-07,4975,5000,4975,4975,22000
1989-02-08,4975,4975,4900,4900,10000
1989-02-09,4925,4950,4925,4950,4000
1989-02-10,4925,4925,4925,4925,2000
1989-02-13,4900,4900,4825,4851,9000
1989-02-14,4825,4825,4825,4825,3000
1989-02-15,4825,4825,4825,4825,3000
1989-02-16,4825,4900,4805,4850,22000
1989-02-17,4875,4900,4875,4875,6000
1989-02-21,4875,4900,4850,4850,8000
1989-02-22,4850,4850,4825,4840,15000
1989-02-23,4825,4825,4825,4825,1000
1989-02-24,4800,4800,4750,4750,4000
1989-02-27,4725,4725,4700,4725,10000
1989-02-28,4725,4725,4700,4725,13000
1989-03-01,4740,4760,4740,4760,8000
1989-03-02,4775,4825,4775,4825,6000
1989-03-03,4825,4825,4800,4800,2000
1989-03-06,4800,4800,4775,4800,3000
1989-03-07,4825,4825,4825,4825,1000
1989-03-08,4825,4825,4800,4825,10000
1989-03-09,4825,4825,4820,4825,3000
1989-03-10,4810,4810,4725,4725,17000
1989-03-13,4725,4735,4710,4735,11000
1989-03-14,4735,4785,4735,4785,6000
1989-03-15,4800,4810,4800,4800,6000
1989-03-16,4850,4975,4850,4975,38000
1989-03-17,4950,4950,4875,4915,19000
1989-03-20,4915,4925,4900,4900,11000
1989-03-21,4900,4950,4900,4925,23000
1989-03-22,4925,4925,4910,4910,3000
1989-03-23,4910,4910,4910,4910,3000
1989-03-27,4910,4950,4905,4950,5000
1989-03-28,4950,4950,4925,4950,8000
1989-03-29,4925,4925,4900,4900,19000
1989-03-30,4915,4920,4915,4920,2000
1989-03-31,4950,4950,4950,4950,15000
1989-04-03,4950,4990,4950,4990,6000
1989-04-04,4990,5025,4990,5000,10000
1989-04-05,5005,5050,5005,5050,32000
1989-04-06,5050,5100,5000,5075,11000
1989-04-07,5100,5225,5100,5200,53000
1989-04-10,5225,5350,5225,5325,34000
1989-04-11,5325,5375,5325,5375,54000
1989-04-12,5400,5525,5400,5525,39000
1989-04-13,5625,5675,5625,5675,29000
1989-04-14,5725,5850,5725,5850,56000
1989-04-17,5875,6000,5875,5875,54000
1989-04-18,5875,5925,5875,5875,45000
1989-04-19,5875,5900,5850,5850,33000
1989-04-20,5850,5900,5850,5900,9000
1989-04-21,5900,5900,5875,5875,13000
1989-04-24,5875,5925,5850,5925,72000
1989-04-25,5950,6000,5950,6000,55000
1989-04-26,6025,6175,6025,6150,32000
1989-04-27,6175,6475,6175,6350,42000
1989-04-28,6350,6400,6275,6275,18000
1989-05-01,6275,6325,6200,6200,27000
1989-05-02,6200,6275,6175,6175,17000
1989-05-03,6150,6150,6100,6100,16000
1989-05-04,6100,6125,5975,5975,20000
1989-05-05,5975,6000,5950,5950,9000
1989-05-08,5925,5925,5850,5875,13000
1989-05-09,5875,5900,5700,5715,35000
1989-05-10,5715,5725,5675,5725,12000
1989-05-11,5725,5850,5725,5800,22000
1989-05-12,5800,5900,5800,5900,29000
1989-05-15,5950,6075,5950,6075,13000
1989-05-16,6125,6300,6125,6300,31000
1989-05-17,6300,6325,6250,6250,14000
1989-05-18,6250,6275,6225,6275,7000
1989-05-19,6275,6275,6250,6250,14000
1989-05-22,6275,6300,6275,6300,16000
1989-05-23,6300,6325,6250,6275,27000
1989-05-24,6275,6275,6250,6275,4000
1989-05-25,6250,6250,6200,6200,14000
1989-05-26,6225,6357,6225,6357,11000
1989-05-30,6357,6475,6325,6325,29000
1989-05-31,6325,6425,6325,6425,12000
1989-06-01,6425,6450,6350,6375,32000
1989-06-02,6400,6475,6400,6475,4000
1989-06-05,6475,6490,6465,6465,6000
1989-06-06,6465,6465,6400,6400,17000
1989-06-07,6450,6525,6450,6500,23000
1989-06-08,6500,6625,6475,6600,35000
1989-06-09,6650,6825,6650,6825,65000
1989-06-12,6850,6990,6850,6990,27000
1989-06-13,6990,7000,6775,6775,35000
1989-06-14,6725,6725,6675,6675,16000
1989-06-15,6675,6675,6610,6610,6000
1989-06-16,6675,6700,6675,6700,17000
1989-06-19,6700,6750,6700,6750,14000
1989-06-20,6775,6825,6775,6775,8000
1989-06-21,6775,6775,6725,6725,7000
1989-06-22,6700,6700,6670,6695,12000
1989-06-23,6720,6875,6720,6875,18000
1989-06-26,6900,6975,6900,6975,12000
1989-06-27,6975,7000,6800,6800,27000
1989-06-28,6800,6825,6800,6800,10000
1989-06-29,6790,6790,6675,6675,24000
1989-06-30,6675,6675,6550,6575,19000
1989-07-03,6600,6725,6600,6725,6000
1989-07-05,6700,6700,6650,6650,7000
1989-07-06,6675,6725,6675,6725,5000
1989-07-07,6750,6850,6750,6850,9000
1989-07-10,6850,6850,6800,6800,8000
1989-07-11,6825,6895,6825,6890,23000
1989-07-12,6875,6875,6850,6860,10000
1989-07-13,6860,6915,6860,6915,27000
1989-07-14,6915,6965,6850,6875,26000
1989-07-17,6875,6900,6825,6900,11000
1989-07-18,6800,6800,6800,6800,11000
1989-07-19,6825,6900,6825,6900,11000
1989-07-20,6925,6975,6925,6925,15000
1989-07-21,6950,7000,6950,6950,10000
1989-07-24,6975,7050,6975,7025,11000
1989-07-25,7075,7150,7075,7125,18000
1989-07-26,7150,7350,7150,7350,18000
1989-07-27,7350,7500,7250,7500,36000
1989-07-28,7500,7525,7400,7425,23000
1989-07-31,7425,7525,7400,7500,31000
1989-08-01,7550,7725,7550,7600,33000
1989-08-02,7650,7725,7650,7700,19000
1989-08-03,7700,7750,7675,7750,23000
1989-08-04,7750,7750,7650,7675,10000
1989-08-07,7650,7650,7525,7650,18000
1989-08-08,7650,7850,7625,7850,33000
1989-08-09,7875,7975,7875,7975,40000
1989-08-10,7975,8125,7975,8100,63000
1989-08-11,8100,8175,8075,8075,31000
1989-08-14,8050,8050,8000,8005,26000
1989-08-15,7975,7975,7825,7825,15000
1989-08-16,7850,8000,7850,8000,13000
1989-08-17,7975,7975,7800,7825,29000
1989-08-18,7800,7800,7700,7750,28000
1989-08-21,7750,7750,7675,7675,11000
1989-08-22,7675,7825,7650,7825,53000
1989-08-23,7825,7925,7825,7925,13000
1989-08-24,7925,8050,7900,8000,56000
1989-08-25,8000,8000,7925,7950,19000
1989-08-28,7925,7925,7875,7925,9000
1989-08-29,7925,7950,7900,7900,18000
1989-08-30,7900,7925,7900,7900,14000
1989-08-31,7925,8000,7925,7975,15000
1989-09-01,7950,7950,7900,7925,37000
1989-09-05,7935,7950,7935,7935,2000
1989-09-06,7960,8050,7960,8050,42000
1989-09-07,8075,8175,8075,8125,11000
1989-09-08,8125,8125,8050,8125,12000
1989-09-11,8200,8350,8200,8300,24000
1989-09-12,8325,8650,8325,8575,27000
1989-09-13,8575,8725,8575,8725,26000
1989-09-14,8700,8700,8525,8625,51000
1989-09-15,8600,8600,8500,8500,35000
1989-09-18,8475,8475,8375,8450,23000
1989-09-19,8450,8675,8425,8600,39000
1989-09-20,8575,8575,8510,8535,22000
1989-09-21,8535,8535,8425,8490,22000
1989-09-22,8490,8500,8400,8400,28000
1989-09-25,8375,8375,8275,8275,29000
1989-09-26,8300,8500,8300,8475,16000
1989-09-27,8500,8625,8500,8600,39000
1989-09-28,8600,8675,8575,8675,12000
1989-09-29,8675,8750,8625,8625,17000
1989-10-02,8625,8690,8625,8690,14000
1989-10-03,8690,8700,8675,8675,28000
1989-10-04,8675,8725,8650,8725,9000
1989-10-05,8725,8725,8700,8725,11000
1989-10-06,8750,8810,8750,8810,17000
1989-10-09,8825,8825,8825,8825,3000
1989-10-10,8825,8875,8800,8875,22000
1989-10-11,8875,8900,8700,8725,37000
1989-10-12,8725,8725,8700,8700,12000
1989-10-13,8700,8725,8300,8300,78000
1989-10-16,8200,8200,7950,8200,141000
1989-10-17,8200,8325,8100,8175,50000
1989-10-18,8175,8225,8125,8175,40000
1989-10-19,8250,8575,8250,8550,35000
1989-10-20,8525,8525,8350,8425,43000
1989-10-23,8425,8425,8400,8405,8000
1989-10-24,8380,8380,8175,8300,45000
1989-10-25,8300,8300,8275,8300,6000
1989-10-26,8300,8325,8275,8275,16000
1989-10-27,8250,8250,8000,8100,52000
1989-10-30,8100,8210,8025,8210,13000
1989-10-31,8235,8535,8235,8510,30000
1989-11-01,8500,8500,8475,8475,5000
1989-11-02,8475,8480,8400,8410,22000
1989-11-03,8375,8375,8325,8350,5000
1989-11-06,8325,8325,8200,8225,10000
1989-11-07,8200,8200,8075,8175,18000
1989-11-08,8175,8250,8175,8175,23000
1989-11-09,8200,8225,8200,8200,9000
1989-11-10,8225,8250,8225,8250,13000
1989-11-13,8250,8350,8250,8350,21000
1989-11-14,8350,8400,8300,8305,25000
1989-11-15,8305,8350,8300,8305,17000
1989-11-16,8290,8290,8250,8250,19000
1989-11-17,8250,8325,8250,8325,21000
1989-11-20,8325,8375,8225,8300,34000
1989-11-21,8275,8275,8250,8250,5000
1989-11-22,8250,8315,8250,8300,15000
1989-11-24,8325,8325,8325,8325,13000
1989-11-27,8325,8325,8300,8300,8000
1989-11-28,8300,8300,8275,8275,14000
1989-11-29,8275,8275,8250,8250,6000
1989-11-30,8250,8250,8250,8250,4000
1989-12-01,8250,8325,8250,8325,20000
1989-12-04,8325,8325,8275,8325,10000
1989-12-05,8350,8400,8350,8400,7000
1989-12-06,8400,8400,8375,8375,23000
1989-12-07,8375,8400,8350,8375,11000
1989-12-08,8375,8400,8375,8375,20000
1989-12-11,8350,8350,8300,8300,8000
1989-12-12,8300,8350,8300,8300,16000
1989-12-13,8300,8425,8290,8400,32000
1989-12-14,8400,8500,8400,8475,14000
1989-12-15,8475,8625,8425,8625,27000
1989-12-18,8675,8875,8675,8675,39000
1989-12-19,8675,8700,8625,8650,35000
1989-12-20,8650,8650,8500,8505,37000
1989-12-21,8505,8505,8500,8505,12000
1989-12-22,8480,8480,8480,8480,5000
1989-12-26,8480,8480,8455,8460,3000
1989-12-27,8460,8485,8455,8455,9000
1989-12-28,8475,8550,8475,8550,15000
1989-12-29,8575,8700,8575,8675,21000
1990-01-02,8675,8675,8600,8625,18000
1990-01-03,8625,8725,8625,8625,38000
1990-01-04,8625,8675,8575,8675,14000
1990-01-05,8650,8650,8600,8625,9000
1990-01-08,8625,8625,8575,8625,12000
1990-01-09,8625,8625,8550,8555,19000
1990-01-10,8515,8515,8350,8375,63000
1990-01-11,8375,8400,8325,8375,38000
1990-01-12,8350,8350,8175,8200,41000
1990-01-15,8200,8225,8000,8000,75000
1990-01-16,8000,8150,7900,8150,91000
1990-01-17,8150,8250,8125,8200,42000
1990-01-18,8200,8225,8125,8125,29000
1990-01-19,8125,8175,8125,8175,11000
1990-01-22,8150,8150,7925,7925,26000
1990-01-23,7925,7975,7910,7975,39000
1990-01-24,7900,7900,7875,7900,88000
1990-01-25,7900,8000,7800,7825,26000
1990-01-26,7810,7810,7400,7450,70000
1990-01-29,7450,7500,7275,7280,94000
1990-01-30,7280,7300,6950,7250,156000
1990-01-31,7250,7455,7250,7455,48000
1990-02-01,7455,7575,7425,7575,45000
1990-02-02,7575,7700,7500,7650,68000
1990-02-05,7550,7550,7450,7525,18000
1990-02-06,7525,7625,7450,7525,30000
1990-02-07,7525,7845,7425,7825,44000
1990-02-08,7825,7925,7800,7830,28000
1990-02-09,7850,7950,7850,7950,19000
1990-02-12,7300,7300,7080,7220,145000
1990-02-13,7220,7450,7200,7400,75000
1990-02-14,7400,7425,7375,7425,21000
1990-02-15,7425,7525,7425,7520,17000
1990-02-16,7520,7575,7520,7575,14000
1990-02-20,7550,7550,7300,7325,36000
1990-02-21,7325,7375,7200,7350,34000
1990-02-22,7350,7350,7250,7325,24000
1990-02-23,7300,7300,7075,7125,55000
1990-02-26,7125,7150,7075,7150,22000
1990-02-27,7175,7355,7175,7225,39000
1990-02-28,7225,7250,7125,7225,17000
1990-03-01,7225,7300,7225,7300,6000
1990-03-02,7300,7375,7275,7275,11000
1990-03-05,7250,7250,7225,7250,6000
1990-03-06,7250,7325,7225,7250,12000
1990-03-07,7300,7425,7300,7425,28000
1990-03-08,7425,7450,7300,7450,19000
1990-03-09,7450,7475,7400,7400,6000
1990-03-12,7350,7350,7225,7275,27000
1990-03-13,7275,7300,7125,7150,30000
1990-03-14,7150,7150,7100,7120,23000
1990-03-15,7100,7100,7025,7025,43000
1990-03-16,7050,7125,7050,7125,37000
1990-03-19,7125,7150,7075,7150,14000
1990-03-20,7150,7250,7150,7150,17000
1990-03-21,7150,7200,7125,7125,13000
1990-03-22,7125,7125,7000,7025,60000
1990-03-23,7050,7125,7050,7100,10000
1990-03-26,7125,7200,7125,7125,104000
1990-03-27,7125,7150,7100,7150,17000
1990-03-28,7150,7175,7010,7010,13000
1990-03-29,7000,7000,6875,6900,59000
1990-03-30,6900,6925,6675,6725,75000
1990-04-02,6700,6700,6600,6700,27000
1990-04-03,6750,6900,6750,6825,28000
1990-04-04,6825,6875,6825,6835,23000
1990-04-05,6835,6875,6825,6850,14000
1990-04-06,6850,6875,6800,6825,23000
1990-04-09,6850,6925,6850,6875,26000
1990-04-10,6875,6925,6875,6925,4000
1990-04-11,6900,6900,6875,6900,5000
1990-04-12,6900,7000,6875,6975,17000
1990-04-16,6975,7025,6975,6975,22000
1990-04-17,6960,6960,6925,6960,6000
1990-04-18,6960,6960,6775,6800,14000
1990-04-19,6800,6800,6800,6800,10000
1990-04-20,6800,6900,6800,6805,20000
1990-04-23,6750,6750,6575,6625,31000
1990-04-24,6625,6650,6600,6620,60000
1990-04-25,6625,6700,6625,6700,16000
1990-04-26,6700,6725,6650,6650,13000
1990-04-27,6650,6675,6600,6675,36000
1990-04-30,6700,6725,6700,6700,35000
1990-05-01,6700,6750,6700,6725,79000
1990-05-02,6750,6950,6750,6950,24000
1990-05-03,6975,7050,6975,7000,13000
1990-05-04,7000,7025,6950,6975,11000
1990-05-07,7000,7025,7000,7025,8000
1990-05-08,7025,7100,7005,7100,12000
1990-05-09,7125,7175,7125,7130,8000
1990-05-10,7150,7250,7150,7250,21000
1990-05-11,7300,7525,7300,7525,27000
1990-05-14,7525,7675,7425,7575,51000
1990-05-15,7575,7600,7475,7475,18000
1990-05-16,7450,7450,7275,7275,17000
1990-05-17,7275,7325,7200,7200,16000
1990-05-18,7150,7150,7100,7115,7000
1990-05-21,7125,7250,7125,7225,14000
1990-05-22,7275,7350,7275,7325,18000
1990-05-23,7325,7325,7325,7325,4000
1990-05-24,7300,7300,7220,7220,10000
1990-05-25,7200,7200,7175,7175,13000
1990-05-29,7175,7225,7125,7175,20000
1990-05-30,7175,7300,7150,7150,16000
1990-05-31,7150,7150,7100,7150,20000
1990-06-01,7150,7175,7100,7100,9000
1990-06-04,7100,7325,7075,7325,21000
1990-06-05,7325,7400,7225,7225,51000
1990-06-06,7250,7425,7250,7400,15000
1990-06-07,7400,7425,7350,7400,71000
1990-06-08,7400,7425,7325,7325,25000
1990-06-11,7300,7300,7225,7275,18000
1990-06-12,7275,7300,7275,7300,2000
1990-06-13,7300,7350,7200,7200,18000
1990-06-14,7200,7225,7175,7225,5000
1990-06-15,7200,7200,7175,7200,6000
1990-06-18,7175,7175,7075,7075,19000
1990-06-19,7075,7100,7000,7050,34000
1990-06-20,7050,7075,7000,7075,18000
1990-06-21,7075,7100,7025,7025,11000
1990-06-22,7025,7050,7025,7050,15000
1990-06-25,7050,7050,6925,6925,29000
1990-06-26,6925,7050,6910,7025,27000
1990-06-27,7025,7050,7000,7050,45000
1990-06-28,7050,7275,7050,7225,45000
1990-06-29,7225,7250,7200,7200,27000
1990-07-02,7200,7225,7175,7200,14000
1990-07-03,7200,7250,7200,7225,11000
1990-07-05,7225,7225,7125,7125,35000
1990-07-06,7125,7125,7075,7075,16000
1990-07-09,7100,7125,7100,7110,26000
1990-07-10,7100,7100,7025,7025,10000
1990-07-11,7025,7050,7000,7025,16000
1990-07-12,7050,7125,7050,7125,21000
1990-07-13,7125,7300,7125,7300,40000
1990-07-16,7300,7325,7250,7325,24000
1990-07-17,7325,7325,7225,7225,20000
1990-07-18,7225,7225,7150,7150,17000
1990-07-19,7150,7150,7100,7125,10000
1990-07-20,7150,7300,7150,7250,14000
1990-07-23,7175,7175,6975,7000,110000
1990-07-24,7000,7000,6875,6900,54000
1990-07-25,6925,7000,6925,7000,15000
1990-07-26,7000,7050,7000,7050,25000
1990-07-27,7075,7100,7075,7100,13000
1990-07-30,7075,7075,6950,7025,31000
1990-07-31,7000,7000,7000,7000,7000
1990-08-01,7025,7075,7025,7075,11000
1990-08-02,7025,7025,6975,6975,8000
1990-08-03,6975,6975,6825,6850,49000
1990-08-06,6700,6700,6575,6625,39000
1990-08-07,6675,6750,6675,6725,60000
1990-08-08,6750,6825,6750,6825,24000
1990-08-09,6825,6850,6750,6800,23000
1990-08-10,6800,6800,6775,6775,30000
1990-08-13,6725,6725,6675,6700,17000
1990-08-14,6700,6925,6700,6900,24000
1990-08-15,6950,7025,6950,7025,15000
1990-08-16,6975,6975,6800,6800,12000
1990-08-17,6750,6750,6650,6700,15000
1990-08-20,6675,6675,6600,6650,28000
1990-08-21,6600,6600,6450,6500,57000
1990-08-22,6500,6525,6400,6400,60000
1990-08-23,6150,6150,6000,6100,112000
1990-08-24,6125,6325,6125,6200,44000
1990-08-27,6450,6550,6450,6480,33000
1990-08-28,6480,6525,6450,6525,20000
1990-08-29,6525,6540,6515,6540,9000
1990-08-30,6540,6565,6425,6430,47000
1990-08-31,6425,6425,6400,6400,29000
1990-09-04,6400,6425,6375,6425,16000
1990-09-05,6400,6400,6400,6400,10000
1990-09-06,6400,6400,6300,6300,36000
1990-09-07,6300,6375,6300,6375,12000
1990-09-10,6375,6375,6325,6325,10000
1990-09-11,6325,6325,6260,6260,16000
1990-09-12,6260,6300,6250,6300,13000
1990-09-13,6280,6280,6200,6200,24000
1990-09-14,6200,6225,6175,6225,36000
1990-09-17,6225,6225,6200,6210,20000
1990-09-18,6200,6200,6125,6150,27000
1990-09-19,6150,6175,6125,6125,27000
1990-09-20,6100,6100,6025,6075,46000
1990-09-21,6075,6100,6000,6025,33000
1990-09-24,6000,6000,5750,5825,65000
1990-09-25,5825,5900,5825,5900,26000
1990-09-26,5900,5925,5850,5850,51000
1990-09-27,5850,5875,5750,5800,35000
1990-09-28,5800,5875,5550,5875,85000
1990-10-01,5950,6150,5950,6100,42000
1990-10-02,6100,6200,6000,6000,55000
1990-10-03,5900,5900,5875,5900,87000
1990-10-04,5875,5875,5850,5850,67000
1990-10-05,5850,5900,5700,5900,56000
1990-10-08,5925,5950,5925,5925,7000
1990-10-09,5900,5900,5675,5700,93000
1990-10-10,5700,5700,5600,5600,33000
1990-10-11,5600,5640,5500,5550,47000
1990-10-12,5550,5735,5550,5735,40000
1990-10-15,5735,5775,5700,5700,14000
1990-10-16,5700,5700,5600,5625,23000
1990-10-17,5625,5725,5600,5700,74000
1990-10-18,5725,6000,5725,6000,13000
1990-10-19,6000,6250,6000,6100,43000
1990-10-22,6150,6300,6150,6300,67000
1990-10-23,6275,6275,6175,6200,10000
1990-10-24,6175,6175,6100,6100,12000
1990-10-25,6075,6075,6000,6025,20000
1990-10-26,6000,6000,5850,5850,41000
1990-10-29,5900,6050,5900,5900,35000
1990-10-30,5900,5950,5875,5900,42000
1990-10-31,5925,5975,5925,5950,18000
1990-11-01,5900,5900,5825,5860,40000
1990-11-02,5860,5900,5850,5875,18000
1990-11-05,5875,6000,5875,6000,24000
1990-11-06,5975,5975,5925,5950,40000
1990-11-07,5950,5960,5925,5960,28000
1990-11-08,5925,5925,5885,5885,15000
1990-11-09,5885,6025,5875,6025,56000
1990-11-12,6075,6275,6075,6275,51000
1990-11-13,6275,6275,6125,6175,23000
1990-11-14,6200,6300,6200,6275,14000
1990-11-15,6250,6250,6125,6125,21000
1990-11-16,6125,6175,6125,6125,13000
1990-11-19,6225,6350,6225,6350,34000
1990-11-20,6325,6325,6250,6250,15000
1990-11-21,6225,6225,6100,6175,18000
1990-11-23,6150,6150,6100,6125,8000
1990-11-26,6125,6150,6100,6125,14000
1990-11-27,6150,6200,6150,6200,5000
1990-11-28,6200,6275,6200,6200,10000
1990-11-29,6200,6225,6050,6100,22000
1990-11-30,6100,6350,6075,6345,34000
1990-12-03,6345,6350,6275,6275,16000
1990-12-04,6275,6350,6250,6325,43000
1990-12-05,6325,6520,6300,6520,58000
1990-12-06,6525,6700,6525,6525,44000
1990-12-07,6525,6575,6500,6575,30000
1990-12-10,6575,6675,6575,6675,25000
1990-12-11,6675,6725,6625,6675,21000
1990-12-12,6700,6900,6700,6900,25000
1990-12-13,6875,6875,6775,6775,12000
1990-12-14,6750,6750,6650,6750,46000
1990-12-17,6725,6725,6650,6650,65000
1990-12-18,6675,6755,6675,6755,27000
1990-12-19,6775,6875,6775,6870,21000
1990-12-20,6850,6850,6800,6850,25000
1990-12-21,6850,6875,6825,6825,45000
